date,close_usd,usd_gbp,close_gbp,daily_ret
2025-03-12,557.194,0.77235,430.34878589999994,0.004175105721711647
2025-03-13,549.767,0.77357,425.28325819,-0.011770749392045476
2025-03-14,561.123,0.7731,433.8041913,0.020035900651873773
2025-03-17,565.449,0.77067,435.77458082999993,0.004542117318173444
2025-03-18,559.338,0.77096,431.22722447999996,-0.010435111523344975
2025-03-19,565.43,0.77157,436.26882509999996,0.011691285553873554
2025-03-20,563.794,0.77255,435.5590547,-0.0016269106550009793
2025-03-21,563.98,0.77367,436.3344066,0.001780130367245114
2025-03-24,574.08,0.77294,443.7293952,0.01694798413359866
2025-03-25,575.46,0.77196,444.2321016,0.0011329120978642582
2025-03-26,568.59,0.77515,440.7425385,-0.007855269998344516
2025-03-27,567.08,0.77254,438.0919832,-0.006013840436234652
2025-03-28,555.66,0.77205,428.997303,-0.02075975034641997
2025-03-31,559.39,0.77241,432.0784299,0.007182159138189315
2025-04-01,560.97,0.77554,435.05467380000005,0.00688820291419967
2025-04-02,564.52,0.77252,436.10299039999995,0.0024096203606855937
2025-04-03,536.7,0.75843,407.04938100000004,-0.06662098183126774
2025-04-04,505.28,0.76861,388.3632608,-0.04590627347004872
2025-04-07,504.38,0.78041,393.6231958,0.013543853219186941
2025-04-08,496.48,0.78214,388.3168672,-0.013480731462523265
2025-04-09,548.62,0.78257,429.33355339999997,0.10562684669289579
2025-04-10,524.58,0.77382,405.93049560000003,-0.05451019985432137
2025-04-11,533.94,0.76395,407.90346300000004,0.004860357675477989
2025-04-14,539.12,0.75928,409.34303359999996,0.0035291943574402573
2025-04-15,537.61,0.75565,406.2449965,-0.007568315192160502
2025-04-16,525.66,0.75401,396.35289659999995,-0.024350084272361183
2025-04-17,526.41,0.75592,397.9238472,0.00396351487140878
2025-04-18,526.41,0.75592,397.9238472,0.0
2025-04-21,513.88,0.75592,388.4521696,-0.02380273930966359
2025-04-22,527.25,0.74815,394.4620875,0.015471448920438835
2025-04-23,535.42,0.75158,402.4109636,0.020151178913993872
2025-04-24,546.69,0.75158,410.8812702000001,0.021048896193642586
2025-04-25,550.64,0.75117,413.6242488,0.0066758423879109685
2025-04-28,550.85,0.7496,412.91716,-0.0017094955193061034
2025-04-29,554.32,0.74721,414.19344720000004,0.003090903754157326
2025-04-30,554.54,0.74897,415.3338238,0.002753246357973582
2025-05-01,558.47,0.74897,418.2772759,0.007086954953655189
2025-05-02,566.76,0.75227,426.35654519999997,0.01931558266610578
2025-05-05,563.51,0.75068,423.0156868,-0.007835832327688919
2025-05-06,558.8,0.74781,417.87622799999997,-0.012149570241422158
2025-05-07,561.15,0.74921,420.4191915,0.006085446669629846
2025-05-08,565.06,0.75029,423.9588674,0.008419396572670435
2025-05-09,564.34,0.75338,425.16246920000003,0.00283895890037944
2025-05-12,582.99,0.75896,442.4660904,0.0406988444501204
2025-05-13,586.84,0.75648,443.93272320000005,0.003314678416766803
2025-05-14,587.59,0.7504,440.927536,-0.006769465378307249
2025-05-15,590.46,0.75315,444.704949,0.008566970061039791
2025-05-16,594.2,0.75281,447.319702,0.005879747922481471
2025-05-19,594.85,0.74756,444.68606600000004,-0.005887592225928717
2025-05-20,592.85,0.74887,443.96757950000006,-0.0016157162432878236
2025-05-21,582.86,0.74605,434.84270300000003,-0.020553024412900966
2025-05-22,583.09,0.74516,434.4953444,-0.0007988143703541173
2025-05-23,579.11,0.7417,429.525887,-0.011437308740010588
2025-05-26,579.11,0.73737,427.0183407,-0.005837939867871067
2025-05-27,591.15,0.73802,436.280523,0.021690361788247126
2025-05-28,587.73,0.74207,436.1368011,-0.000329425432544439
2025-05-29,590.05,0.74258,438.15932899999996,0.004637370418865805
2025-05-30,589.39,0.74186,437.2448654,-0.002087057240312662
2025-06-02,592.71,0.73859,437.76967890000003,0.0012002736716414386
2025-06-03,596.09,0.74091,441.6490419,0.008861653026650318
2025-06-04,595.93,0.73972,440.8213396,-0.001874117730311764
2025-06-05,593.05,0.73702,437.08971099999997,-0.008465172315355929
2025-06-06,599.14,0.73841,442.4109674,0.01217428886126326
2025-06-09,599.68,0.7383,442.74374399999994,0.0007521888572419311
2025-06-10,603.08,0.74057,446.6229556,0.008761753616105539
2025-06-11,601.36,0.74136,445.82424960000003,-0.001788322767527717
2025-06-12,603.75,0.73642,444.61357499999997,-0.0027155871424362488
2025-06-13,597.0,0.73879,441.05762999999996,-0.007997832724743081
2025-06-16,602.68,0.73639,443.80752519999993,0.006234775260548053
2025-06-17,597.53,0.73695,440.34973349999996,-0.007791196641926512
2025-06-18,597.44,0.74314,443.9815616000001,0.008247599177893195
2025-06-19,597.44,0.74412,444.56705280000006,0.0013187286379416907
2025-06-20,594.28,0.74138,440.5873064,-0.008951959833583212
2025-06-23,600.15,0.74677,448.1740155,0.01721953626397088
2025-06-24,606.78,0.73464,445.76485919999993,-0.0053754930377039045
2025-06-25,607.12,0.73513,446.31212559999994,0.001227701979429563
2025-06-26,611.87,0.7298,446.542726,0.0005166796660298623
2025-06-27,614.91,0.72873,448.10336429999995,0.0034949361150269365
2025-06-30,617.85,0.72995,450.9996075,0.00646333732513793
2025-07-01,617.65,0.72718,449.14272700000004,-0.004117255246170015
2025-07-02,620.45,0.73203,454.1880135,0.011233147497899942
2025-07-03,625.34,0.73239,457.9927626,0.008377035471897054
2025-07-04,625.34,0.73298,458.3617132,0.0008055817255834263
2025-07-07,620.68,0.73423,455.7218764,-0.005759287313877759
2025-07-08,620.34,0.73664,456.9672576,0.0027327658918592235
2025-07-09,624.06,0.73628,459.4828968,0.005505075381575963
2025-07-10,625.82,0.73678,461.0916596,0.0035012463166834706
2025-07-11,623.62,0.74099,462.0961838,0.002178578118006813
2025-07-14,624.81,0.7414,463.2341339999999,0.002462582985736983
2025-07-15,622.14,0.74402,462.8846028,-0.0007545454325261769
2025-07-16,624.22,0.74634,465.8803548,0.006471919743881394
2025-07-17,628.04,0.74652,468.84442079999997,0.006362290166264772
2025-07-18,627.58,0.743,466.29194,-0.005444195743322666
2025-07-21,628.77,0.74192,466.4970384,0.0004398497645059507
2025-07-22,628.86,0.74152,466.3122672,-0.00039608225731446733
2025-07-23,634.21,0.73896,468.65582159999997,0.005025718954536629
2025-07-24,634.42,0.73792,468.1512064,-0.00107672875646192
2025-07-25,637.1,0.74335,473.588285,0.011613936962397542
2025-07-28,636.94,0.74472,474.34195680000005,0.0015914071860962942
2025-07-29,635.26,0.75002,476.4577052,0.004460386372466818
2025-07-30,634.46,0.74798,474.56339080000004,-0.003975829080578808
2025-07-31,632.08,0.75564,477.6249312,0.006451278078654532
2025-08-01,621.72,0.75982,472.3952904000001,-0.010949262608341614
2025-08-04,631.17,0.75262,475.03116539999996,0.0055798079565272385
2025-08-05,627.97,0.7529,472.79861300000005,-0.00469980195535169
2025-08-06,632.78,0.75121,475.3506638,0.0053977544134631295
2025-08-07,632.25,0.74491,470.96934749999997,-0.009217019420937334
2025-08-08,637.18,0.74442,474.32953559999993,0.007134621643290595
2025-08-11,635.92,0.74479,473.6268567999999,-0.0014814148124070448
2025-08-12,642.69,0.74281,477.3965589,0.007959223692401318
2025-08-13,644.89,0.737,475.28393,-0.0044253123752459045
2025-08-14,644.95,0.73653,475.02502350000003,-0.0005447406984704362
2025-08-15,643.44,0.73768,474.65281920000007,-0.0007835467219338144
2025-08-18,643.3,0.73854,475.10278199999993,0.0009479829926182237
2025-08-19,639.81,0.7396,473.20347599999997,-0.003997673918061717
2025-08-20,638.11,0.742,473.47762,0.000579336403691233
2025-08-21,635.55,0.74353,472.55049149999996,-0.0019581252858372755
2025-08-22,645.31,0.74543,481.03343329999996,0.017951397686780224
2025-08-25,642.47,0.74028,475.60769160000007,-0.011279344270892055
2025-08-26,645.16,0.74142,478.33452719999997,0.005733371533219955
2025-08-27,646.63,0.74407,481.1379841,0.0058608708771463736
2025-08-28,648.92,0.73972,480.0191024,-0.002325490268852759
2025-08-29,645.05,0.74352,479.60757599999994,-0.0008573125484850896
2025-09-01,645.05,0.73939,476.9435195,-0.005554658919733058
2025-09-02,640.27,0.74721,478.4161467,0.0030876343629615555
2025-09-03,643.74,0.74547,479.8888578,0.0030783055926484337
2025-09-04,649.12,0.7438,482.81545600000004,0.00609849166620946
2025-09-05,647.24,0.7419,480.187356,-0.005443280589592425
2025-09-08,648.83,0.73917,479.5956711,-0.001232195918128287
2025-09-09,650.33,0.73765,479.7159245,0.00025073912724060676
2025-09-10,652.21,0.73887,481.8984027,0.004549522099510872
2025-09-11,657.63,0.74001,486.65277629999997,0.009865925210297277
2025-09-12,657.41,0.73844,485.45784039999995,-0.0024554178218915146
2025-09-15,660.91,0.7344,485.372304,-0.00017619738086727121
2025-09-16,660.0,0.73312,483.8592,-0.003117409022991957
2025-09-17,659.18,0.73287,483.0932466,-0.001583008858775492
2025-09-18,662.26,0.73447,486.4101022,0.006865870353899517
2025-09-19,663.7,0.74199,492.45876300000003,0.012435310805927635
2025-09-22,666.84,0.74094,494.08842960000004,0.003309244798635147
2025-09-23,663.21,0.74018,490.8947778,-0.0064637251323321765
2025-09-24,661.1,0.74268,490.985748,0.00018531506977459422
2025-09-25,658.05,0.74521,490.3854405,-0.0012226576890373986
2025-09-26,661.82,0.7488,495.57081600000004,0.01057408126699877
2025-09-29,663.68,0.74409,493.8376512,-0.0034973100595173667
2025-09-30,666.18,0.74389,495.5646402,0.003497078434184786
2025-10-01,668.45,0.74241,496.26396450000004,0.0014111666637834919
2025-10-02,669.22,0.74196,496.5344712,0.000545086323711752
2025-10-03,669.21,0.74365,497.65801650000003,0.002262774017047997
2025-10-06,671.61,0.74456,500.05394160000003,0.004814400693975429
2025-10-07,669.12,0.74601,499.1702112,-0.0017672701412420055
2025-10-08,673.11,0.74576,501.9785136,0.0056259414864698876
2025-10-09,671.16,0.74783,501.9135828,-0.00012934975948342142
2025-10-10,653.02,0.75285,491.626107,-0.020496508069396624
